,pdbid,-logKd/Ki
1283,3tvw,4.43
1284,3vbt,4.43
1285,4bdd,4.43
1286,4joo,4.43
1287,4mnq,4.43
1288,1k2v,4.44
1289,2q9y,4.44
1290,3ex3,4.44
1291,3hfj,4.44
1292,3iiw,4.44
1293,3k27,4.44
1294,3okc,4.44
1295,3pd3,4.44
1296,3wb4,4.44
1297,4d1b,4.44
1298,4dhp,4.44
1299,4hcz,4.44
1300,4jfd,4.44
1301,4k3o,4.44
1302,4x2l,4.44
1303,4zsr,4.44
1304,1zhk,4.45
1305,3atp,4.45
1306,4g2r,4.45
1307,4h71,4.45
1308,1qvu,4.46
1309,1v1k,4.46
1310,1w84,4.46
1311,1wvc,4.46
1312,2h9m,4.46
1313,2j4q,4.46
1314,2lyb,4.46
1315,2pt9,4.46
1316,2v85,4.46
1317,2v86,4.46
1318,2zit,4.46
1319,3bmn,4.46
1320,3jq8,4.46
1321,3jqa,4.46
1322,3jqf,4.46
1323,3pqz,4.46
1324,3sgv,4.46
1325,3tsz,4.46
1326,4urn,4.46
1327,5akg,4.46
1328,2bj4,4.47
1329,2f70,4.47
1330,2v83,4.47
1331,3hec,4.47
1332,3skk,4.47
1333,4cix,4.47
1334,4lh7,4.47
1335,4mra,4.47
1336,4owo,4.47
1337,4ym4,4.47
1338,5afn,4.47
1339,5eay,4.47
1340,1r5v,4.48
1341,1zkk,4.48
1342,2jq9,4.48
1343,2wwj,4.48
1344,2xln,4.48
1345,3bsc,4.48
1346,3pd4,4.48
1347,3s0o,4.48
1348,3udm,4.48
1349,3vd7,4.48
1350,4bvb,4.48
1351,4eke,4.48
1352,4rxc,4.48
1353,2prj,4.49
1354,3f9y,4.49
1355,3l2y,4.49
1356,3udk,4.49
1357,4ccd,4.49
1358,4dhq,4.49
1359,4nmq,4.49
1360,1d6n,4.5
1361,4j81,4.5
1362,1zkn,4.51
1363,2xct,4.51
1364,2yog,4.51
1365,2zlf,4.51
1366,3puj,4.51
1367,4d2w,4.51
1368,4jfe,4.51
1369,4jxv,4.51
1370,4z2o,4.51
1371,5auv,4.51
1372,1a85,4.52
1373,1uyf,4.52
1374,1xz8,4.52
1375,1z4n,4.52
1376,2bua,4.52
1377,2gfk,4.52
1378,2h1h,4.52
1379,2lyw,4.52
1380,2opy,4.52
1381,2puy,4.52
1382,2vl8,4.52
1383,2vur,4.52
1384,2xf0,4.52
1385,3dga,4.52
1386,3fdt,4.52
1387,3g4f,4.52
1388,3ksl,4.52
1389,3lau,4.52
1390,3q7j,4.52
1391,3r0w,4.52
1392,3t0l,4.52
1393,3w5t,4.52
1394,4dcy,4.52
1395,4igq,4.52
1396,4p0a,4.52
1397,4pku,4.52
1398,4pml,4.52
1399,4pnn,4.52
1400,4pns,4.52
1401,4pyn,4.52
1402,4pyo,4.52
1403,3l81,4.53
1404,3ued,4.53
1405,5dms,4.53
1406,1czq,4.54
1407,1i8h,4.54
1408,1lzo,4.54
1409,1oko,4.54
1410,1w80,4.54
1411,2frd,4.54
1412,2v96,4.54
1413,2w5i,4.54
1414,3d9p,4.54
1415,3wka,4.54
1416,3zn1,4.54
1417,4bd3,4.54
1418,4m5h,4.54
1419,4nw2,4.54
1420,1czo,4.55
1421,1h08,4.55
1422,1rrw,4.55
1423,1utc,4.55
1424,2aof,4.55
1425,2w92,4.55
1426,2xag,4.55
1427,3adt,4.55
1428,3aqa,4.55
1429,3as0,4.55
1430,3mt8,4.55
1431,3oq5,4.55
1432,3vby,4.55
1433,3zmt,4.55
1434,4hkp,4.55
1435,4igk,4.55
1436,4leg,4.55
1437,4mx5,4.55
1438,4oz3,4.55
1439,2cgv,4.56
1440,3uw9,4.56
1441,3ztc,4.56
1442,4j73,4.56
1443,1i41,4.57
1444,1uj0,4.57
1445,1w2g,4.57
1446,2uzo,4.57
1447,2y2n,4.57
1448,3n8n,4.57
1449,3p4w,4.57
1450,3soq,4.57
1451,3wb5,4.57
1452,4ciy,4.57
1453,4dhr,4.57
1454,4erk,4.57
1455,4gvd,4.57
1456,4i11,4.57
1457,5a3h,4.57
1458,2k46,4.58
1459,3nc4,4.58
1460,3vvz,4.58
1461,4qbm,4.58
1462,1d04,4.59
1463,1fj4,4.59
1464,1iew,4.59
1465,1kak,4.59
1466,1l2s,4.59
1467,1vcj,4.59
1468,2c69,4.59
1469,2x6f,4.59
1470,2x6y,4.59
1471,2y2i,4.59
1472,2ybs,4.59
1473,3h2o,4.59
1474,3iqh,4.59
1475,3msk,4.59
1476,3ob2,4.59
1477,4dcv,4.59
1478,4nrp,4.59
1479,4xbo,4.59
1480,4xua,4.59
1481,4zun,4.59
1482,1f7b,4.6
1483,1q9d,4.6
1484,2fsv,4.6
1485,2gg8,4.6
1486,2hpa,4.6
1487,2jaj,4.6
1488,2kbr,4.6
1489,2ohq,4.6
1490,2q80,4.6
1491,2r1w,4.6
1492,2v87,4.6
1493,2w6q,4.6
1494,2yof,4.6
1495,3cpb,4.6
1496,3iqg,4.6
1497,3lkj,4.6
1498,3t2c,4.6
1499,4dfb,4.6
1500,4dfu,4.6
1501,4prd,4.6
1502,4prh,4.6
1503,4v1c,4.6
1504,4z2p,4.6
1505,2xs8,4.61
1506,2yga,4.61
1507,13gs,4.62
1508,1joc,4.62
1509,1l0a,4.62
1510,1mn9,4.62
1511,1ofz,4.62
1512,1sm3,4.62
1513,1t5a,4.62
1514,2a25,4.62
1515,2k00,4.62
1516,2rol,4.62
1517,2ybk,4.62
1518,2ybp,4.62
1519,3ewu,4.62
1520,3exo,4.62
1521,3l0k,4.62
1522,3p50,4.62
1523,3tcy,4.62
1524,4e35,4.62
1525,4hej,4.62
1526,4os7,4.62
1527,4pid,4.62
1528,2rqu,4.63
1529,3mtb,4.63
1530,3v43,4.63
1531,4c1f,4.63
1532,4cfv,4.63
1533,4k6v,4.63
1534,4os5,4.63
1535,1c85,4.64
1536,2brh,4.64
1537,2xaf,4.64
1538,2yhd,4.64
1539,2z3h,4.64
1540,3c72,4.64
1541,3wbl,4.64
1542,4hbv,4.64
1543,5e4w,4.64
1544,2w87,4.65
1545,4i1r,4.65
1546,4j78,4.65
1547,4pkw,4.65
1548,1h01,4.66
1549,1t49,4.66
1550,2aoj,4.66
1551,2nyr,4.66
1552,2xg5,4.66
1553,3egk,4.66
1554,3h1z,4.66
1555,3pkn,4.66
1556,3rme,4.66
1557,3sz1,4.66
1558,4b84,4.66
1559,4hso,4.66
1560,4o42,4.66
1561,4yih,4.66
1562,4z90,4.66
1563,1f47,4.67
1564,2h23,4.67
1565,2w6m,4.67
1566,3oob,4.67
1567,3ud9,4.67
1568,3vw0,4.67
1569,4e5g,4.67
1570,4xum,4.67
1571,1nyy,4.68
1572,1ol1,4.68
1573,3gl6,4.68
1574,3qs4,4.68
1575,3rv6,4.68
1576,3uef,4.68
1577,4l58,4.68
1578,4o75,4.68
1579,5auu,4.68
1580,4j84,4.69
1581,4z89,4.69
1582,1agw,4.7
1583,1fo2,4.7
1584,1gpy,4.7
1585,1v41,4.7
1586,1xos,4.7
1587,2c4w,4.7
1588,2h9t,4.7
1589,2j9n,4.7
1590,2jc0,4.7
1591,2k62,4.7
1592,2mwo,4.7
1593,2r3h,4.7
1594,2xp6,4.7
1595,2y54,4.7
1596,2ybt,4.7
1597,3dg8,4.7
1598,3h21,4.7
1599,3ij1,4.7
1600,3kr0,4.7
1601,3lm1,4.7
1602,3p2k,4.7
1603,3pab,4.7
1604,3tg5,4.7
1605,3uij,4.7
1606,3uqf,4.7
1607,3uxm,4.7
1608,4fic,4.7
1609,4huo,4.7
1610,4o7b,4.7
1611,4uiz,4.7
1612,4uy1,4.7
1613,6gch,4.7
1614,2ig0,4.71
1615,3fnm,4.71
1616,3gwu,4.71
1617,3h23,4.71
1618,3qs5,4.71
1619,4cu1,4.71
1620,4gvc,4.71
1621,1h7a,4.72
1622,1urc,4.72
1623,2o1c,4.72
1624,3b9g,4.72
1625,3cpj,4.72
1626,3d9k,4.72
1627,3f6h,4.72
1628,3f9w,4.72
1629,3oka,4.72
1630,3okp,4.72
1631,3omg,4.72
1632,4d1a,4.72
1633,4jxw,4.72
1634,4m5l,4.72
1635,4nan,4.72
1636,4o70,4.72
1637,4o7a,4.72
1638,4oyi,4.72
1639,1m51,4.73
1640,1v2p,4.73
1641,3vp4,4.73
1642,4e5j,4.73
1643,5a3o,4.73
1644,1br8,4.74
1645,1ce5,4.74
1646,2uxu,4.74
1647,2vd4,4.74
1648,2w68,4.74
1649,2wa4,4.74
1650,2wyi,4.74
1651,2xg3,4.74
1652,2xzg,4.74
1653,3erk,4.74
1654,3g3d,4.74
1655,3gxt,4.74
1656,3hg1,4.74
1657,3jqg,4.74
1658,3kfn,4.74
1659,3llm,4.74
1660,3puk,4.74
1661,3rl7,4.74
1662,3ud7,4.74
1663,3zmz,4.74
1664,4cfm,4.74
1665,4jfi,4.74
1666,4m5m,4.74
1667,4o71,4.74
1668,4w55,4.74
1669,4ds1,4.75
1670,4mnx,4.75
1671,2cgw,4.76
1672,3atl,4.76
1673,3hdk,4.76
1674,3rxe,4.76
1675,4au7,4.76
1676,4cjn,4.76
1677,4oef,4.76
1678,4p7e,4.76
1679,4uub,4.76
1680,4z8a,4.76
1681,1h62,4.77
1682,1pxi,4.77
1683,1rti,4.77
1684,2chw,4.77
1685,2dua,4.77
1686,2f0z,4.77
1687,2qn1,4.77
1688,2x4o,4.77
1689,2x4r,4.77
1690,2xk4,4.77
1691,2y1n,4.77
1692,3abt,4.77
1693,3cyy,4.77
1694,3mkf,4.77
1695,3s1h,4.77
1696,3t3i,4.77
1697,3tiy,4.77
1698,3vv8,4.77
1699,4j09,4.77
1700,5ccl,4.77
1701,5cwa,4.77
1702,6prc,4.77
1703,2rr4,4.78
1704,1eed,4.79
1705,4as9,4.79
1706,4j8b,4.79
1707,4k78,4.79
1708,1azg,4.8
1709,1tsv,4.8
1710,1ybg,4.8
1711,2ly0,4.8
1712,2r1x,4.8
1713,2vwv,4.8
1714,3iiy,4.8
1715,3iu7,4.8
1716,3kce,4.8
1717,3mlb,4.8
1718,3o2m,4.8
1719,3stj,4.8
1720,4bde,4.8
1721,4de7,4.8
1722,4dhs,4.8
1723,4dkt,4.8
1724,4mk1,4.8
1725,5c6v,4.8
1726,1b4d,4.81
1727,1p5e,4.81
1728,2cgx,4.81
1729,4yzn,4.81
1730,5cqj,4.81
1731,1njt,4.82
1732,1uy9,4.82
1733,1ya4,4.82
1734,2a0t,4.82
1735,2hb9,4.82
1736,2jal,4.82
1737,2l0i,4.82
1738,2ms4,4.82
1739,2xp8,4.82
1740,2xqq,4.82
1741,3ehw,4.82
1742,3ft5,4.82
1743,3h0v,4.82
1744,3kqy,4.82
1745,3lxo,4.82
1746,3m1j,4.82
1747,3qqk,4.82
1748,3unk,4.82
1749,3wk5,4.82
1750,4dht,4.82
1751,4e5f,4.82
1752,4e6c,4.82
1753,4hup,4.82
1754,4ie5,4.82
1755,4pkr,4.82
1756,4pks,4.82
1757,3a1t,4.83
1758,3cf9,4.83
1759,3ds0,4.83
1760,4k6y,4.83
1761,4nmo,4.83
1762,4pkt,4.83
1763,1nhw,4.84
1764,1uyh,4.84
1765,4aif,4.84
1766,4ckj,4.84
1767,4l7n,4.84
1768,4m5j,4.84
1769,4njd,4.84
1770,5e1b,4.84
1771,1bux,4.85
1772,1jws,4.85
1773,1tkc,4.85
1774,1uu7,4.85
1775,1vkj,4.85
1776,1ymx,4.85
1777,2j4k,4.85
1778,2ow7,4.85
1779,2p8o,4.85
1780,2ww2,4.85
1781,3h52,4.85
1782,3ik1,4.85
1783,3k05,4.85
1784,3kpw,4.85
1785,3kqa,4.85
1786,3rv7,4.85
1787,3wp1,4.85
1788,4ikn,4.85
1789,4lq9,4.85
1790,4nmt,4.85
1791,4ok6,4.85
1792,4w57,4.85
1793,4wmx,4.85
1794,5abf,4.85
1795,6gpb,4.85
1796,5djr,4.86
1797,1zd5,4.87
1798,2cgu,4.87
1799,3hfv,4.87
1800,3kjf,4.87
1801,3l3z,4.87
1802,4i2z,4.87
1803,4y3b,4.87
1804,2clx,4.88
1805,2ylo,4.88
1806,3pjt,4.88
1807,4l7o,4.88
1808,5alt,4.88
1809,1h0w,4.89
1810,1h79,4.89
1811,1ilq,4.89
1812,1pxj,4.89
1813,1z6f,4.89
1814,2lsk,4.89
1815,3cx9,4.89
1816,3hfz,4.89
1817,3nij,4.89
1818,3qs6,4.89
1819,4f14,4.89
1820,4o0j,4.89
1821,4o7f,4.89
1822,4pgh,4.89
1823,4wj7,4.89
1824,5prc,4.89
1825,3k3j,4.9
1826,3oui,4.9
1827,4a9i,4.9
1828,4lil,4.9
1829,3ibc,4.91
1830,3lpt,4.91
1831,3nin,4.91
1832,3t3d,4.91
1833,4apo,4.91
1834,4c0r,4.91
1835,1ff1,4.92
1836,1h4n,4.92
1837,1nlt,4.92
1838,1y2f,4.92
1839,2a58,4.92
1840,2c93,4.92
1841,2ggb,4.92
1842,2w70,4.92
1843,3azb,4.92
1844,3chd,4.92
1845,3dgq,4.92
1846,3i6c,4.92
1847,3k15,4.92
1848,3ntp,4.92
1849,3rv9,4.92
1850,3s00,4.92
1851,3szb,4.92
1852,3ukr,4.92
1853,3vdc,4.92
1854,4b81,4.92
1855,4c73,4.92
1856,4g55,4.92
1857,4n8d,4.92
1858,4re9,4.92
1859,2wib,4.93
1860,2y7k,4.93
1861,3iqj,4.93
1862,3zmj,4.93
1863,4cxy,4.93
1864,4lc7,4.93
1865,2vd0,4.94
1866,3dow,4.94
1867,4lbp,4.94
1868,4mnv,4.94
1869,4nms,4.94
1870,4qht,4.94
1871,2gh6,4.95
1872,2z50,4.95
1873,3mxr,4.95
1874,3vp3,4.95
1875,4cft,4.95
1876,4civ,4.95
1877,4f1q,4.95
1878,4nmv,4.95
1879,1ao0,4.96
1880,1cea,4.96
1881,1gj5,4.96
1882,1nlp,4.96
1883,1pg2,4.96
1884,1pwq,4.96
1885,1t3t,4.96
1886,2c6i,4.96
1887,2pks,4.96
1888,2yoh,4.96
1889,3d67,4.96
1890,3hxf,4.96
1891,3m5a,4.96
1892,3n2e,4.96
1893,3n87,4.96
1894,3udr,4.96
1895,3unj,4.96
1896,4j04,4.96
1897,4k5l,4.96
1898,4oym,4.96
1899,4pl5,4.96
1900,5ajo,4.96
1901,5al3,4.96
1902,5fjx,4.96
1903,2ew6,4.97
1904,2kaw,4.97
1905,2wd7,4.97
1906,3lle,4.97
1907,3uik,4.97
1908,3zn0,4.97
1909,4c1c,4.97
1910,4c3k,4.97
1911,2gfa,4.98
1912,2vr3,4.98
1913,2y7w,4.98
1914,4jfl,4.98
1915,4mqp,4.98
1916,4wv6,4.98
1917,1j4p,4.99
1918,1k3n,4.99
1919,3gjs,4.99
1920,3hrf,4.99
1921,3wp0,4.99
1922,4b12,4.99
1923,4jht,4.99
1924,4qc1,4.99
1925,4tsx,4.99
1926,4xqa,4.99
1927,1cp6,5.0
1928,1f8a,5.0
1929,1fgi,5.0
1930,1fv9,5.0
1931,1gsf,5.0
1932,1hqf,5.0
1933,1i6v,5.0
1934,1ih0,5.0
1935,1jm4,5.0
1936,1jpl,5.0
1937,1kr3,5.0
1938,1nnb,5.0
1939,1oai,5.0
1940,1pip,5.0
1941,1r6z,5.0
1942,1sts,5.0
1943,1uvu,5.0
1944,1w2h,5.0
1945,1yid,5.0
1946,1zhl,5.0
1947,2aig,5.0
1948,2bgd,5.0
1949,2kbs,5.0
1950,2qcn,5.0
1951,2w6u,5.0
1952,2y6c,5.0
1953,3d1g,5.0
1954,3dkg,5.0
1955,3dvp,5.0
1956,3ezr,5.0
1957,3new,5.0
1958,3omc,5.0
1959,3pax,5.0
1960,3sv9,5.0
1961,3uii,5.0
1962,3uqg,5.0
1963,3vbv,5.0
1964,4b78,5.0
1965,4cts,5.0
1966,4g11,5.0
1967,4iu4,5.0
1968,4lv4,5.0
1969,4mdt,5.0
1970,4mw7,5.0
1971,4n5g,5.0
1972,4n8r,5.0
1973,4o7c,5.0
1974,4p74,5.0
1975,4pnq,5.0
1976,4rn1,5.0
1977,4waf,5.0
1978,4xbb,5.0
1979,4xsx,5.0
1980,4zh2,5.0
1981,5aux,5.0
1982,5c7e,5.0
1983,5dl1,5.0
1984,2i1r,5.01
1985,3ads,5.01
1986,3mxs,5.01
1987,3tfk,5.01
1988,3uda,5.01
1989,4btb,5.01
1990,4m5g,5.01
1991,4qz4,5.01
1992,4uzh,5.01
1993,4yyl,5.01
1994,5am2,5.01
1995,1fsg,5.02
1996,1u9l,5.02
1997,2cct,5.02
1998,2m3m,5.02
1999,2or4,5.02
2000,2wji,5.02
2001,3smq,5.02
2002,4dow,5.02
2003,4l7r,5.02
2004,4mz6,5.02
2005,4nro,5.02
2006,4rlk,5.02
2007,4rll,5.02
2008,4w4s,5.02
2009,5d1s,5.02
2010,2qt5,5.03
2011,3aje,5.03
2012,3rdh,5.03
2013,4jjq,5.03
2014,4rcg,5.03
2015,4trz,5.03
2016,4y7r,5.03
2017,4yat,5.03
2018,2h2g,5.04
2019,2jmj,5.04
2020,2oht,5.04
2021,2w85,5.04
2022,2wmv,5.04
2023,3v4j,5.04
2024,4dgr,5.04
2025,4jaz,5.04
2026,4uu5,5.04
2027,4yp1,5.04
2028,4yuz,5.04
2029,4z7n,5.04
2030,1gi8,5.05
2031,2brc,5.05
2032,3fpm,5.05
2033,3hxd,5.05
2034,3s2o,5.05
2035,3sxu,5.05
2036,3uzd,5.05
2037,3zjc,5.05
2038,4c94,5.05
2039,4fmq,5.05
2040,4ie7,5.05
2041,4kvm,5.05
2042,4oeg,5.05
2043,4pnw,5.05
2044,4y2y,5.05
2045,5acx,5.05
2046,5auw,5.05
2047,2h6k,5.06
2048,2ipo,5.06
2049,3p9h,5.06
2050,4cfx,5.06
2051,4ebw,5.06
2052,4j7i,5.06
2053,2i7c,5.07
2054,3axm,5.07
2055,3r00,5.07
2056,4eok,5.07
2057,4knz,5.07
2058,4yab,5.07
2059,5ak3,5.07
2060,3m94,5.08
2061,3nw5,5.08
2062,3snd,5.08
2063,3w2o,5.08
2064,4ie0,5.08
2065,4mho,5.08
2066,4ock,5.08
2067,4ocv,5.08
2068,4od7,5.08
2069,4xx9,5.08
2070,4z2h,5.08
2071,1yyy,5.09
2072,1zkl,5.09
2073,2y1o,5.09
2074,2yk9,5.09
2075,3hbo,5.09
2076,3o4l,5.09
2077,4c72,5.09
2078,4cq0,5.09
2079,4f6x,5.09
2080,4qvy,5.09
2081,4r4q,5.09
2082,4utv,5.09
2083,4x3u,5.09
2084,4xpj,5.09
2085,1b9t,5.1
2086,1m6p,5.1
2087,1o0o,5.1
2088,1rlq,5.1
2089,1v0m,5.1
2090,1vj6,5.1
2091,1x8s,5.1
2092,1yvx,5.1
2093,1zaj,5.1
2094,2am2,5.1
2095,2d1x,5.1
2096,2m41,5.1
2097,2pnx,5.1
2098,2r02,5.1
2099,3bxs,5.1
2100,3h22,5.1
2101,3nif,5.1
2102,3u3f,5.1
2103,3vp2,5.1
2104,3zvy,5.1
2105,4b77,5.1
2106,4cdr,5.1
2107,4ejf,5.1
2108,4h3q,5.1
2109,4iho,5.1
2110,4qsh,5.1
2111,4qsk,5.1
2112,4qvn,5.1
2113,4rkx,5.1
2114,4rn6,5.1
2115,4tk3,5.1
2116,4tk4,5.1
2117,2h6q,5.11
2118,3gpj,5.11
2119,3hnb,5.11
2120,4b6u,5.11
2121,4e49,5.11
2122,4em7,5.11
2123,4gly,5.11
2124,5c7d,5.11
2125,2i5f,5.12
2126,2y8o,5.12
2127,2yjw,5.12
2128,2yjx,5.12
2129,3bki,5.12
2130,3hb8,5.12
2131,3n2c,5.12
2132,3nkx,5.12
2133,4ay6,5.12
2134,4bio,5.12
2135,4gj6,5.12
2136,4kiw,5.12
2137,4m5n,5.12
2138,4pci,5.12
2139,4zed,5.12
2140,5d1w,5.12
2141,1hti,5.13
2142,2x4t,5.13
2143,3aza,5.13
2144,3o8g,5.13
2145,3wk4,5.13
2146,4ezt,5.13
2147,4flj,5.13
2148,4l7c,5.13
2149,1pmx,5.14
2150,1w2x,5.14
2151,1zzz,5.14
2152,2hqu,5.14
2153,2lct,5.14
2154,2xi7,5.14
2155,2zjv,5.14
2156,3bls,5.14
2157,3kr2,5.14
2158,3pj2,5.14
2159,3sow,5.14
2160,3wuu,5.14
2161,4aua,5.14
2162,4bdj,5.14
2163,4c1g,5.14
2164,4iks,5.14
2165,4qw0,5.14
2166,1g6s,5.15
2167,1kna,5.15
2168,1ljt,5.15
2169,1lkx,5.15
2170,1mzs,5.15
2171,1qxw,5.15
2172,1skj,5.15
2173,1t1s,5.15
2174,2gtv,5.15
2175,2knh,5.15
2176,2o5d,5.15
2177,2ooz,5.15
2178,2r03,5.15
2179,2r05,5.15
2180,2xs0,5.15
2181,3e6k,5.15
2182,3l5c,5.15
2183,3msl,5.15
2184,3n49,5.15
2185,3p8e,5.15
2186,3udn,5.15
2187,4b83,5.15
2188,4pce,5.15
2189,4qip,5.15
2190,4qvv,5.15
2191,4qzw,5.15
2192,4w9e,5.15
2193,5alw,5.15
2194,5djp,5.15
2195,1jqd,5.16
2196,1oe0,5.16
2197,1q1m,5.16
2198,2ltv,5.16
2199,2y2k,5.16
2200,3ctr,5.16
2201,3lqi,5.16
2202,4fqo,5.16
2203,1q0b,5.17
2204,2f5t,5.17
2205,2ynn,5.17
2206,3eht,5.17
2207,3nzx,5.17
2208,3rni,5.17
2209,3tc5,5.17
2210,3uvw,5.17
2211,3wuv,5.17
2212,4h3b,5.17
2213,4kp4,5.17
2214,4m5i,5.17
2215,5diq,5.17
2216,1xur,5.18
2217,2p9a,5.18
2218,3iqv,5.18
2219,4oyg,5.18
2220,4zs3,5.18
2221,2c5o,5.19
2222,2lha,5.19
2223,2nxm,5.19
2224,2xey,5.19
2225,3kjn,5.19
2226,3s1g,5.19
2227,3t4p,5.19
2228,3twr,5.19
2229,3vfq,5.19
2230,4fxf,5.19
2231,4g0l,5.19
2232,4ono,5.19
2233,4qok,5.19
2234,1kll,5.2
2235,2pmn,5.2
2236,3kqs,5.2
2237,3qj0,5.2
2238,3t7g,5.2
2239,3tjm,5.2
2240,3wk6,5.2
2241,4b70,5.2
2242,4bw2,5.2
2243,4ezq,5.2
2244,4lk6,5.2
2245,4mk0,5.2
2246,4qvq,5.2
2247,5aia,5.2
2248,1ox9,5.21
2249,1re1,5.21
2250,2brg,5.21
2251,2mlm,5.21
2252,3ilq,5.21
2253,3nsq,5.21
2254,3qiz,5.21
2255,3rth,5.21
2256,3wqv,5.21
2257,4h2m,5.21
2258,4ifh,5.21
2259,4mds,5.21
2260,4qz2,5.21
2261,7prc,5.21
2262,16pk,5.22
2263,1f3j,5.22
2264,1h1h,5.22
2265,1irs,5.22
2266,1pw6,5.22
2267,1zz2,5.22
2268,2gnf,5.22
2269,2gnj,5.22
2270,2koh,5.22
2271,2qbx,5.22
2272,2xow,5.22
2273,2xwy,5.22
2274,3ds3,5.22
2275,3h85,5.22
2276,3ijz,5.22
2277,3lq4,5.22
2278,3n5j,5.22
2279,3nti,5.22
2280,3o6t,5.22
2281,3osi,5.22
2282,3udp,5.22
2283,4kup,5.22
2284,4r5g,5.22
2285,3dcq,5.23
2286,3pxy,5.23
2287,3pxz,5.23
2288,3wqw,5.23
2289,4m5k,5.23
2290,4mh7,5.23
2291,4qp7,5.23
2292,1hk5,5.24
2293,1zrz,5.24
2294,2k3w,5.24
2295,2lsr,5.24
2296,2qq7,5.24
2297,2vgc,5.24
2298,2vvt,5.24
2299,3aw0,5.24
2300,3e16,5.24
2301,3mle,5.24
2302,3mqf,5.24
2303,3okh,5.24
2304,3qck,5.24
2305,3qxh,5.24
2306,3r01,5.24
2307,3rjc,5.24
2308,3tz2,5.24
2309,4drm,5.24
2310,4drn,5.24
2311,4e81,5.24
2312,4f7j,5.24
2313,4fk7,5.24
2314,4j70,5.24
2315,4o7e,5.24
2316,4utx,5.24
2317,4uua,5.24
2318,4x6s,5.24
2319,5d6q,5.24
2320,2pv3,5.25
2321,2xl2,5.25
2322,2xl3,5.25
2323,3pj3,5.25
2324,3tdj,5.25
2325,3u1i,5.25
2326,4flk,5.25
2327,4j2c,5.25
2328,4pkv,5.25
2329,1v0o,5.26
2330,2brn,5.26
2331,2oz6,5.26
2332,2vcb,5.26
2333,3twx,5.26
2334,4jaj,5.26
2335,4l1u,5.26
2336,4r5x,5.26
2337,4w9g,5.26
2338,5akz,5.26
2339,5c7c,5.26
2340,1qca,5.27
2341,2az5,5.27
2342,2lsv,5.27
2343,3bmo,5.27
2344,3chp,5.27
2345,3g2u,5.27
2346,3sz9,5.27
2347,3zrc,5.27
2348,4r6w,5.27
2349,4r6x,5.27
2350,1ckb,5.28
2351,1kfy,5.28
2352,1s5q,5.28
2353,2uw4,5.28
2354,2vip,5.28
2355,2x2l,5.28
2356,2yjq,5.28
2357,3coj,5.28
2358,3hxc,5.28
2359,3t4h,5.28
2360,3zmh,5.28
2361,4gxl,5.28
2362,4n9b,5.28
2363,5e0m,5.28
2364,1wum,5.29
2365,3che,5.29
2366,3pcu,5.29
2367,4fll,5.29
2368,4mhs,5.29
2369,4u0g,5.29
2370,4wy1,5.29
2371,1di9,5.3
2372,1g9a,5.3
2373,1g9b,5.3
2374,1g9c,5.3
2375,1g9d,5.3
2376,1jg0,5.3
2377,1p4u,5.3
2378,1pdq,5.3
2379,1pr1,5.3
2380,1vyq,5.3
2381,1xbb,5.3
2382,1yxd,5.3
2383,2fsa,5.3
2384,2gph,5.3
2385,2m3o,5.3
2386,2oyk,5.3
2387,2vj1,5.3
2388,2ww0,5.3
2389,2zxb,5.3
2390,3b9s,5.3
2391,3btr,5.3
2392,3ckr,5.3
2393,3cpc,5.3
2394,3ebb,5.3
2395,3eql,5.3
2396,3hs8,5.3
2397,3jzf,5.3
2398,3jzi,5.3
2399,3p8h,5.3
2400,3r8u,5.3
2401,3ri1,5.3
2402,4dhu,5.3
2403,4dx9,5.3
2404,4e5i,5.3
2405,4emt,5.3
2406,4jvi,5.3
2407,4mic,5.3
2408,4nuf,5.3
2409,4o55,5.3
2410,4ob0,5.3
2411,4oem,5.3
2412,4x1q,5.3
2413,4xsy,5.3
2414,4xue,5.3
2415,5a85,5.3
2416,5ajp,5.3
2417,5bwb,5.3
2418,5dah,5.3
2419,3fcb,5.31
2420,3v2o,5.31
2421,4m3f,5.31
2422,4wvt,5.31
2423,4x6k,5.31
2424,1al8,5.32
2425,1mqj,5.32
2426,1oim,5.32
2427,2f6z,5.32
2428,2w9r,5.32
2429,3rpy,5.32
2430,3sqq,5.32
2431,3tv5,5.32
2432,3uig,5.32
2433,3v3m,5.32
2434,4h2j,5.32
2435,4hbw,5.32
2436,4qag,5.32
2437,4r07,5.32
2438,4us4,5.32
2439,4xjr,5.32
2440,3ftq,5.33
2441,3gjq,5.33
2442,3ml4,5.33
2443,3rzi,5.33
2444,3wi6,5.33
2445,4b3u,5.33
2446,4giu,5.33
2447,4mcd,5.33
2448,4mep,5.33
2449,4xy9,5.33
2450,1aqc,5.34
2451,1jwu,5.34
2452,1k06,5.34
2453,2qnb,5.34
2454,3atv,5.34
2455,3kqt,5.34
2456,3qiy,5.34
2457,3vb5,5.34
2458,3vv7,5.34
2459,3zyr,5.34
2460,4j06,5.34
2461,4mg5,5.34
2462,4o78,5.34
2463,4wrq,5.34
2464,1wb0,5.35
2465,2gqn,5.35
2466,2h13,5.35
2467,2ltz,5.35
2468,2xyu,5.35
2469,3bc4,5.35
2470,3e9b,5.35
2471,3g8e,5.35
2472,3r8i,5.35
2473,3v2x,5.35
2474,4b9h,5.35
2475,4blb,5.35
2476,4ef4,5.35
2477,4ep2,5.35
2478,4ie2,5.35
